Sector,Industry,LastSale
Finance,Business Services,9.73
Finance,Business Services,9.74
Finance,Business Services,9.75
Finance,Business Services,9.75
Finance,Business Services,9.75
Finance,Business Services,9.7595
Finance,Business Services,9.81
Finance,Business Services,9.82
Finance,Business Services,9.83
Finance,Business Services,9.85
Finance,Business Services,9.86
Finance,Business Services,9.8993
Finance,Business Services,9.9
Finance,Business Services,9.96
Finance,Business Services,10
Finance,Business Services,10.03
Finance,Business Services,10.04
Finance,Business Services,10.05
Finance,Business Services,10.0801
Finance,Business Services,10.09
Finance,Business Services,10.09
Finance,Business Services,10.09
Finance,Business Services,10.1
Finance,Business Services,10.1137
Finance,Business Services,10.12
Finance,Business Services,10.12
Finance,Business Services,10.12
Finance,Business Services,10.12
Finance,Business Services,10.13
Finance,Business Services,10.14
Finance,Business Services,10.14
Finance,Business Services,10.15
Finance,Business Services,10.16
Finance,Business Services,10.19
Finance,Business Services,10.1999
Finance,Business Services,10.2
Finance,Business Services,10.2
Finance,Business Services,10.2
Finance,Business Services,10.24
Finance,Business Services,10.2554
Finance,Business Services,10.26
Finance,Business Services,10.27
Finance,Business Services,10.3
Finance,Business Services,10.32
Finance,Business Services,10.32
Finance,Business Services,10.33
Finance,Business Services,10.3399
Finance,Business Services,10.35
Finance,Business Services,10.36
Finance,Business Services,10.4
Finance,Business Services,10.45
Finance,Business Services,10.47
Finance,Business Services,10.5
Finance,Business Services,10.5
Finance,Business Services,10.55
Finance,Business Services,10.5726
Finance,Business Services,10.59
Finance,Business Services,10.6
Finance,Business Services,10.6
Finance,Business Services,10.65
Finance,Business Services,10.7
Finance,Business Services,10.7123
Finance,Business Services,10.72
Finance,Business Services,10.8
Finance,Business Services,10.832
Finance,Business Services,10.9
Finance,Business Services,10.9
Finance,Business Services,11.155
Finance,Business Services,11.22
Finance,Business Services,11.8999
Finance,Business Services,12.59
Finance,Business Services,14.8487
Finance,Banks,9.37
Finance,Banks,15.51
Finance,Banks,16.1458
Finance,Banks,16.18
Finance,Banks,16.84
Finance,Banks,17.53
Finance,Banks,20.21
Finance,Banks,25.25
Finance,Banks,27.533
Finance,Banks,32.02
Finance,Banks,32.94
Finance,Banks,33.8893
Finance,Banks,34.58
Finance,Banks,36.09
Finance,Banks,42.86
Finance,Banks,52.22
Finance,Accident &Health Insurance,60
Health Care,Precision Instruments,14.31
Health Care,Other Pharmaceuticals,2.25
Health Care,Other Pharmaceuticals,34.49
Health Care,Ophthalmic Goods,43.85
Health Care,Ophthalmic Goods,44.15
Health Care,Medical/Nursing Services,3.01
Health Care,Medical/Nursing Services,12.12
Health Care,Medical/Nursing Services,17.97
Health Care,Medical/Nursing Services,30.35
Health Care,Medical/Nursing Services,65.05
Health Care,Medical/Nursing Services,72.51
Health Care,Medical/Nursing Services,96.03
Health Care,Medical/Nursing Services,97.7
Health Care,Medical/Nursing Services,115.75
Health Care,Medical/Dental Instruments,0.0014
Health Care,Medical/Dental Instruments,0.01
Health Care,Medical/Dental Instruments,0.035
Health Care,Medical/Dental Instruments,0.14
Health Care,Medical/Dental Instruments,0.2258
Health Care,Medical/Dental Instruments,0.28
Health Care,Medical/Dental Instruments,0.4222
Health Care,Medical/Dental Instruments,0.4283
Health Care,Medical/Dental Instruments,0.64
Health Care,Medical/Dental Instruments,0.71
Health Care,Medical/Dental Instruments,0.97
Health Care,Medical/Dental Instruments,1.2514
Health Care,Medical/Dental Instruments,1.27
Health Care,Medical/Dental Instruments,1.32
Health Care,Medical/Dental Instruments,1.4
Health Care,Medical/Dental Instruments,1.5
Health Care,Medical/Dental Instruments,1.55
Health Care,Medical/Dental Instruments,1.72
Health Care,Medical/Dental Instruments,1.73
Health Care,Medical/Dental Instruments,1.75
Health Care,Medical/Dental Instruments,2.04
Health Care,Medical/Dental Instruments,2.11
Health Care,Medical/Dental Instruments,2.18
Health Care,Medical/Dental Instruments,2.18
Health Care,Medical/Dental Instruments,2.1912
Health Care,Medical/Dental Instruments,2.21
Health Care,Medical/Dental Instruments,2.37
Health Care,Medical/Dental Instruments,2.41
Health Care,Medical/Dental Instruments,2.44
Health Care,Medical/Dental Instruments,2.49
Health Care,Medical/Dental Instruments,2.9758
Health Care,Medical/Dental Instruments,2.99
Health Care,Medical/Dental Instruments,3.05
Health Care,Medical/Dental Instruments,3.0709
Health Care,Medical/Dental Instruments,3.1
Health Care,Medical/Dental Instruments,3.26
Health Care,Medical/Dental Instruments,3.57
Health Care,Medical/Dental Instruments,3.8
Health Care,Medical/Dental Instruments,4.31
Health Care,Medical/Dental Instruments,4.75
Health Care,Medical/Dental Instruments,5.5
Health Care,Medical/Dental Instruments,5.65
Health Care,Medical/Dental Instruments,6.46
Health Care,Medical/Dental Instruments,6.49
Health Care,Medical/Dental Instruments,6.93
Health Care,Medical/Dental Instruments,7.09
Health Care,Medical/Dental Instruments,7.41
Health Care,Medical/Dental Instruments,8.31
Health Care,Medical/Dental Instruments,10.08
Health Care,Medical/Dental Instruments,11.85
Health Care,Medical/Dental Instruments,13.06
Health Care,Medical/Dental Instruments,15.34
Health Care,Medical/Dental Instruments,17.86
Health Care,Medical/Dental Instruments,20.52
Health Care,Medical/Dental Instruments,24.32
Health Care,Medical/Dental Instruments,27.12
Health Care,Medical/Dental Instruments,27.38
Health Care,Medical/Dental Instruments,27.87
Health Care,Medical/Dental Instruments,28.08
Health Care,Medical/Dental Instruments,28.53
Health Care,Medical/Dental Instruments,31.14
Health Care,Medical/Dental Instruments,31.21
Health Care,Medical/Dental Instruments,33.02
Health Care,Medical/Dental Instruments,36.34
Health Care,Medical/Dental Instruments,36.85
Health Care,Medical/Dental Instruments,37
Health Care,Medical/Dental Instruments,37.9
Health Care,Medical/Dental Instruments,42.66
Health Care,Medical/Dental Instruments,50.84
Health Care,Medical/Dental Instruments,56.22
Health Care,Medical/Dental Instruments,58.06
Health Care,Medical/Dental Instruments,61.42
Health Care,Medical/Dental Instruments,63.39
Health Care,Medical/Dental Instruments,65.23
Health Care,Medical/Dental Instruments,65.3
Health Care,Medical/Dental Instruments,69.03
Health Care,Medical/Dental Instruments,85.84
Health Care,Medical/Dental Instruments,92.6
Health Care,Medical/Dental Instruments,95.5
Health Care,Medical/Dental Instruments,126.44
Health Care,Medical/Dental Instruments,273.65
Health Care,Medical/Dental Instruments,415.71
Health Care,Medical/Dental Instruments,677.57
Health Care,Medical Specialities,0.3
Health Care,Medical Specialities,0.9288
Health Care,Medical Specialities,2.02
Health Care,Medical Specialities,2.51
Health Care,Medical Specialities,4.09
Health Care,Medical Specialities,5.16
Health Care,Medical Specialities,5.31
Health Care,Medical Specialities,9.31
Health Care,Medical Specialities,15.47
Health Care,Medical Specialities,18.9
Health Care,Medical Specialities,21.64
Health Care,Medical Specialities,23.77
Health Care,Medical Specialities,24.08
Health Care,Medical Specialities,28
Health Care,Medical Specialities,30.6
Health Care,Medical Specialities,35.7
Health Care,Medical Specialities,55.92
Health Care,Medical Specialities,66.67
Health Care,Medical Specialities,88.44
Health Care,Medical Electronics,0.1105
Health Care,Medical Electronics,0.75
Health Care,Medical Electronics,3.945
Health Care,Medical Electronics,40.48
Health Care,Major Pharmaceuticals,0.02
Health Care,Major Pharmaceuticals,0.045
Health Care,Major Pharmaceuticals,0.06
Health Care,Major Pharmaceuticals,0.0789
Health Care,Major Pharmaceuticals,0.08
Health Care,Major Pharmaceuticals,0.101
Health Care,Major Pharmaceuticals,0.12
Health Care,Major Pharmaceuticals,0.1404
Health Care,Major Pharmaceuticals,0.19
Health Care,Major Pharmaceuticals,0.195
Health Care,Major Pharmaceuticals,0.2041
Health Care,Major Pharmaceuticals,0.2432
Health Care,Major Pharmaceuticals,0.28
Health Care,Major Pharmaceuticals,0.31
Health Care,Major Pharmaceuticals,0.3396
Health Care,Major Pharmaceuticals,0.39
Health Care,Major Pharmaceuticals,0.4
Health Care,Major Pharmaceuticals,0.41
Health Care,Major Pharmaceuticals,0.4129
Health Care,Major Pharmaceuticals,0.44
Health Care,Major Pharmaceuticals,0.47
Health Care,Major Pharmaceuticals,0.4899
Health Care,Major Pharmaceuticals,0.515
Health Care,Major Pharmaceuticals,0.55
Health Care,Major Pharmaceuticals,0.565
Health Care,Major Pharmaceuticals,0.585
Health Care,Major Pharmaceuticals,0.588
Health Care,Major Pharmaceuticals,0.599
Health Care,Major Pharmaceuticals,0.625
Health Care,Major Pharmaceuticals,0.6343
Health Care,Major Pharmaceuticals,0.7065
Health Care,Major Pharmaceuticals,0.74
Health Care,Major Pharmaceuticals,0.8189
Health Care,Major Pharmaceuticals,0.8514
Health Care,Major Pharmaceuticals,0.8821
Health Care,Major Pharmaceuticals,0.9797
Health Care,Major Pharmaceuticals,1.02
Health Care,Major Pharmaceuticals,1.05
Health Care,Major Pharmaceuticals,1.07
Health Care,Major Pharmaceuticals,1.09
Health Care,Major Pharmaceuticals,1.2
Health Care,Major Pharmaceuticals,1.2201
Health Care,Major Pharmaceuticals,1.23
Health Care,Major Pharmaceuticals,1.29
Health Care,Major Pharmaceuticals,1.32
Health Care,Major Pharmaceuticals,1.34
Health Care,Major Pharmaceuticals,1.34
Health Care,Major Pharmaceuticals,1.34
Health Care,Major Pharmaceuticals,1.365
Health Care,Major Pharmaceuticals,1.37
Health Care,Major Pharmaceuticals,1.41
Health Care,Major Pharmaceuticals,1.41
Health Care,Major Pharmaceuticals,1.42
Health Care,Major Pharmaceuticals,1.43
Health Care,Major Pharmaceuticals,1.49
Health Care,Major Pharmaceuticals,1.5
Health Care,Major Pharmaceuticals,1.5
Health Care,Major Pharmaceuticals,1.53
Health Care,Major Pharmaceuticals,1.55
Health Care,Major Pharmaceuticals,1.62
Health Care,Major Pharmaceuticals,1.66
Health Care,Major Pharmaceuticals,1.68
Health Care,Major Pharmaceuticals,1.68
Health Care,Major Pharmaceuticals,1.7
Health Care,Major Pharmaceuticals,1.7
Health Care,Major Pharmaceuticals,1.73
Health Care,Major Pharmaceuticals,1.74
Health Care,Major Pharmaceuticals,1.75
Health Care,Major Pharmaceuticals,1.8
Health Care,Major Pharmaceuticals,1.83
Health Care,Major Pharmaceuticals,1.87
Health Care,Major Pharmaceuticals,1.88
Health Care,Major Pharmaceuticals,1.9
Health Care,Major Pharmaceuticals,1.91
Health Care,Major Pharmaceuticals,1.96
Health Care,Major Pharmaceuticals,1.97
Health Care,Major Pharmaceuticals,2.03
Health Care,Major Pharmaceuticals,2.06
Health Care,Major Pharmaceuticals,2.06
Health Care,Major Pharmaceuticals,2.07
Health Care,Major Pharmaceuticals,2.08
Health Care,Major Pharmaceuticals,2.12
Health Care,Major Pharmaceuticals,2.13
Health Care,Major Pharmaceuticals,2.14
Health Care,Major Pharmaceuticals,2.18
Health Care,Major Pharmaceuticals,2.18
Health Care,Major Pharmaceuticals,2.19
Health Care,Major Pharmaceuticals,2.21
Health Care,Major Pharmaceuticals,2.22
Health Care,Major Pharmaceuticals,2.23
Health Care,Major Pharmaceuticals,2.29
Health Care,Major Pharmaceuticals,2.36
Health Care,Major Pharmaceuticals,2.39
Health Care,Major Pharmaceuticals,2.41
Health Care,Major Pharmaceuticals,2.42
Health Care,Major Pharmaceuticals,2.43
Health Care,Major Pharmaceuticals,2.43
Health Care,Major Pharmaceuticals,2.49
Health Care,Major Pharmaceuticals,2.49
Health Care,Major Pharmaceuticals,2.49
Health Care,Major Pharmaceuticals,2.5436
Health Care,Major Pharmaceuticals,2.55
Health Care,Major Pharmaceuticals,2.57
Health Care,Major Pharmaceuticals,2.63
Health Care,Major Pharmaceuticals,2.65
Health Care,Major Pharmaceuticals,2.66
Health Care,Major Pharmaceuticals,2.68
Health Care,Major Pharmaceuticals,2.7
Health Care,Major Pharmaceuticals,2.7
Health Care,Major Pharmaceuticals,2.71
Health Care,Major Pharmaceuticals,2.72
Health Care,Major Pharmaceuticals,2.74
Health Care,Major Pharmaceuticals,2.75
Health Care,Major Pharmaceuticals,2.755
Health Care,Major Pharmaceuticals,2.79
Health Care,Major Pharmaceuticals,2.91
Health Care,Major Pharmaceuticals,2.934
Health Care,Major Pharmaceuticals,2.94
Health Care,Major Pharmaceuticals,2.94
Health Care,Major Pharmaceuticals,2.96
Health Care,Major Pharmaceuticals,2.98
Health Care,Major Pharmaceuticals,2.98
Health Care,Major Pharmaceuticals,3.015
Health Care,Major Pharmaceuticals,3.1
Health Care,Major Pharmaceuticals,3.11
Health Care,Major Pharmaceuticals,3.17
Health Care,Major Pharmaceuticals,3.2
Health Care,Major Pharmaceuticals,3.29
Health Care,Major Pharmaceuticals,3.31
Health Care,Major Pharmaceuticals,3.33
Health Care,Major Pharmaceuticals,3.35
Health Care,Major Pharmaceuticals,3.36
Health Care,Major Pharmaceuticals,3.43
Health Care,Major Pharmaceuticals,3.45
Health Care,Major Pharmaceuticals,3.46
Health Care,Major Pharmaceuticals,3.6
Health Care,Major Pharmaceuticals,3.62
Health Care,Major Pharmaceuticals,3.64
Health Care,Major Pharmaceuticals,3.65
Health Care,Major Pharmaceuticals,3.71
Health Care,Major Pharmaceuticals,3.79
Health Care,Major Pharmaceuticals,3.81
Health Care,Major Pharmaceuticals,3.89
Health Care,Major Pharmaceuticals,3.9
Health Care,Major Pharmaceuticals,3.9
Health Care,Major Pharmaceuticals,3.9
Health Care,Major Pharmaceuticals,3.94
Health Care,Major Pharmaceuticals,3.98
Health Care,Major Pharmaceuticals,4.08
Health Care,Major Pharmaceuticals,4.1
Health Care,Major Pharmaceuticals,4.1
Health Care,Major Pharmaceuticals,4.17
Health Care,Major Pharmaceuticals,4.17
Health Care,Major Pharmaceuticals,4.18
Health Care,Major Pharmaceuticals,4.22
Health Care,Major Pharmaceuticals,4.22
Health Care,Major Pharmaceuticals,4.3
Health Care,Major Pharmaceuticals,4.335
Health Care,Major Pharmaceuticals,4.348
Health Care,Major Pharmaceuticals,4.42
Health Care,Major Pharmaceuticals,4.45
Health Care,Major Pharmaceuticals,4.54
Health Care,Major Pharmaceuticals,4.55
Health Care,Major Pharmaceuticals,4.65
Health Care,Major Pharmaceuticals,4.82
Health Care,Major Pharmaceuticals,4.9079
Health Care,Major Pharmaceuticals,4.97
Health Care,Major Pharmaceuticals,5.01
Health Care,Major Pharmaceuticals,5.15
Health Care,Major Pharmaceuticals,5.15
Health Care,Major Pharmaceuticals,5.18
Health Care,Major Pharmaceuticals,5.3
Health Care,Major Pharmaceuticals,5.3
Health Care,Major Pharmaceuticals,5.4
Health Care,Major Pharmaceuticals,5.42
Health Care,Major Pharmaceuticals,5.48
Health Care,Major Pharmaceuticals,5.48
Health Care,Major Pharmaceuticals,5.52
Health Care,Major Pharmaceuticals,5.62
Health Care,Major Pharmaceuticals,5.68
Health Care,Major Pharmaceuticals,5.68
Health Care,Major Pharmaceuticals,5.77
Health Care,Major Pharmaceuticals,5.8339
Health Care,Major Pharmaceuticals,5.9
Health Care,Major Pharmaceuticals,5.93
Health Care,Major Pharmaceuticals,5.95
Health Care,Major Pharmaceuticals,5.95
Health Care,Major Pharmaceuticals,5.96
Health Care,Major Pharmaceuticals,5.96
Health Care,Major Pharmaceuticals,6.07
Health Care,Major Pharmaceuticals,6.12
Health Care,Major Pharmaceuticals,6.18
Health Care,Major Pharmaceuticals,6.2
Health Care,Major Pharmaceuticals,6.2
Health Care,Major Pharmaceuticals,6.25
Health Care,Major Pharmaceuticals,6.5
Health Care,Major Pharmaceuticals,6.6
Health Care,Major Pharmaceuticals,6.68
Health Care,Major Pharmaceuticals,6.84
Health Care,Major Pharmaceuticals,6.87
Health Care,Major Pharmaceuticals,6.9
Health Care,Major Pharmaceuticals,6.91
Health Care,Major Pharmaceuticals,6.93
Health Care,Major Pharmaceuticals,7.01
Health Care,Major Pharmaceuticals,7.19
Health Care,Major Pharmaceuticals,7.2
Health Care,Major Pharmaceuticals,7.24
Health Care,Major Pharmaceuticals,7.28
Health Care,Major Pharmaceuticals,7.32
Health Care,Major Pharmaceuticals,7.41
Health Care,Major Pharmaceuticals,7.57
Health Care,Major Pharmaceuticals,7.64
Health Care,Major Pharmaceuticals,7.7
Health Care,Major Pharmaceuticals,7.7
Health Care,Major Pharmaceuticals,7.73
Health Care,Major Pharmaceuticals,7.73
Health Care,Major Pharmaceuticals,7.79
Health Care,Major Pharmaceuticals,7.83
Health Care,Major Pharmaceuticals,7.89
Health Care,Major Pharmaceuticals,8.01
Health Care,Major Pharmaceuticals,8.5
Health Care,Major Pharmaceuticals,8.54
Health Care,Major Pharmaceuticals,8.6
Health Care,Major Pharmaceuticals,8.64
Health Care,Major Pharmaceuticals,8.66
Health Care,Major Pharmaceuticals,8.75
Health Care,Major Pharmaceuticals,9
Health Care,Major Pharmaceuticals,9
Health Care,Major Pharmaceuticals,9.01
Health Care,Major Pharmaceuticals,9.01
Health Care,Major Pharmaceuticals,9.06
Health Care,Major Pharmaceuticals,9.08
Health Care,Major Pharmaceuticals,9.2
Health Care,Major Pharmaceuticals,9.25
Health Care,Major Pharmaceuticals,9.38
Health Care,Major Pharmaceuticals,9.48
Health Care,Major Pharmaceuticals,9.6
Health Care,Major Pharmaceuticals,9.79
Health Care,Major Pharmaceuticals,10.15
Health Care,Major Pharmaceuticals,10.16
Health Care,Major Pharmaceuticals,10.2
Health Care,Major Pharmaceuticals,10.25
Health Care,Major Pharmaceuticals,10.27
Health Care,Major Pharmaceuticals,10.4
Health Care,Major Pharmaceuticals,10.4
Health Care,Major Pharmaceuticals,10.42
Health Care,Major Pharmaceuticals,10.6
Health Care,Major Pharmaceuticals,10.6
Health Care,Major Pharmaceuticals,10.61
Health Care,Major Pharmaceuticals,10.74
Health Care,Major Pharmaceuticals,11
Health Care,Major Pharmaceuticals,11.05
Health Care,Major Pharmaceuticals,11.08
Health Care,Major Pharmaceuticals,11.15
Health Care,Major Pharmaceuticals,11.38
Health Care,Major Pharmaceuticals,11.53
Health Care,Major Pharmaceuticals,11.54
Health Care,Major Pharmaceuticals,11.6
Health Care,Major Pharmaceuticals,11.71
Health Care,Major Pharmaceuticals,11.99
Health Care,Major Pharmaceuticals,12.43
Health Care,Major Pharmaceuticals,12.66
Health Care,Major Pharmaceuticals,12.74
Health Care,Major Pharmaceuticals,12.75
Health Care,Major Pharmaceuticals,12.8645
Health Care,Major Pharmaceuticals,13.1
Health Care,Major Pharmaceuticals,13.12
Health Care,Major Pharmaceuticals,13.19
Health Care,Major Pharmaceuticals,13.29
Health Care,Major Pharmaceuticals,13.44
Health Care,Major Pharmaceuticals,13.45
Health Care,Major Pharmaceuticals,13.47
Health Care,Major Pharmaceuticals,13.48
Health Care,Major Pharmaceuticals,13.5
Health Care,Major Pharmaceuticals,13.51
Health Care,Major Pharmaceuticals,13.567
Health Care,Major Pharmaceuticals,13.72
Health Care,Major Pharmaceuticals,13.86
Health Care,Major Pharmaceuticals,13.87
Health Care,Major Pharmaceuticals,13.94
Health Care,Major Pharmaceuticals,13.95
Health Care,Major Pharmaceuticals,13.97
Health Care,Major Pharmaceuticals,13.98
Health Care,Major Pharmaceuticals,13.99
Health Care,Major Pharmaceuticals,14.28
Health Care,Major Pharmaceuticals,14.3112
Health Care,Major Pharmaceuticals,14.42
Health Care,Major Pharmaceuticals,14.52
Health Care,Major Pharmaceuticals,14.57
Health Care,Major Pharmaceuticals,14.74
Health Care,Major Pharmaceuticals,15.01
Health Care,Major Pharmaceuticals,15.01
Health Care,Major Pharmaceuticals,15.47
Health Care,Major Pharmaceuticals,15.49
Health Care,Major Pharmaceuticals,15.57
Health Care,Major Pharmaceuticals,15.8
Health Care,Major Pharmaceuticals,15.83
Health Care,Major Pharmaceuticals,15.93
Health Care,Major Pharmaceuticals,15.95
Health Care,Major Pharmaceuticals,16.11
Health Care,Major Pharmaceuticals,16.14
Health Care,Major Pharmaceuticals,16.76
Health Care,Major Pharmaceuticals,17.08
Health Care,Major Pharmaceuticals,17.08
Health Care,Major Pharmaceuticals,17.12
Health Care,Major Pharmaceuticals,17.12
Health Care,Major Pharmaceuticals,17.12
Health Care,Major Pharmaceuticals,17.22
Health Care,Major Pharmaceuticals,17.26
Health Care,Major Pharmaceuticals,17.37
Health Care,Major Pharmaceuticals,17.74
Health Care,Major Pharmaceuticals,17.77
Health Care,Major Pharmaceuticals,17.83
Health Care,Major Pharmaceuticals,18.18
Health Care,Major Pharmaceuticals,18.25
Health Care,Major Pharmaceuticals,18.6
Health Care,Major Pharmaceuticals,18.77
Health Care,Major Pharmaceuticals,18.89
Health Care,Major Pharmaceuticals,18.89
Health Care,Major Pharmaceuticals,19
Health Care,Major Pharmaceuticals,19
Health Care,Major Pharmaceuticals,19.12
Health Care,Major Pharmaceuticals,19.41
Health Care,Major Pharmaceuticals,19.51
Health Care,Major Pharmaceuticals,19.8
Health Care,Major Pharmaceuticals,20.28
Health Care,Major Pharmaceuticals,20.38
Health Care,Major Pharmaceuticals,20.54
Health Care,Major Pharmaceuticals,20.72
Health Care,Major Pharmaceuticals,20.76
Health Care,Major Pharmaceuticals,20.9
Health Care,Major Pharmaceuticals,20.99
Health Care,Major Pharmaceuticals,21.24
Health Care,Major Pharmaceuticals,21.44
Health Care,Major Pharmaceuticals,22.46
Health Care,Major Pharmaceuticals,22.54
Health Care,Major Pharmaceuticals,23.24
Health Care,Major Pharmaceuticals,23.66
Health Care,Major Pharmaceuticals,24.2
Health Care,Major Pharmaceuticals,24.595
Health Care,Major Pharmaceuticals,24.7661
Health Care,Major Pharmaceuticals,25.27
Health Care,Major Pharmaceuticals,25.38
Health Care,Major Pharmaceuticals,26.06
Health Care,Major Pharmaceuticals,26.26
Health Care,Major Pharmaceuticals,26.37
Health Care,Major Pharmaceuticals,26.56
Health Care,Major Pharmaceuticals,26.65
Health Care,Major Pharmaceuticals,26.6693
Health Care,Major Pharmaceuticals,27.13
Health Care,Major Pharmaceuticals,27.9
Health Care,Major Pharmaceuticals,28.12
Health Care,Major Pharmaceuticals,28.23
Health Care,Major Pharmaceuticals,29.89
Health Care,Major Pharmaceuticals,30.32
Health Care,Major Pharmaceuticals,30.53
Health Care,Major Pharmaceuticals,30.69
Health Care,Major Pharmaceuticals,30.89
Health Care,Major Pharmaceuticals,31.16
Health Care,Major Pharmaceuticals,31.85
Health Care,Major Pharmaceuticals,33.35
Health Care,Major Pharmaceuticals,34.34
Health Care,Major Pharmaceuticals,35
Health Care,Major Pharmaceuticals,35.05
Health Care,Major Pharmaceuticals,35.29
Health Care,Major Pharmaceuticals,40.14
Health Care,Major Pharmaceuticals,40.95
Health Care,Major Pharmaceuticals,42.88
Health Care,Major Pharmaceuticals,43.39
Health Care,Major Pharmaceuticals,43.69
Health Care,Major Pharmaceuticals,43.7
Health Care,Major Pharmaceuticals,44.01
Health Care,Major Pharmaceuticals,44.56
Health Care,Major Pharmaceuticals,44.61
Health Care,Major Pharmaceuticals,44.69
Health Care,Major Pharmaceuticals,45.34
Health Care,Major Pharmaceuticals,45.36
Health Care,Major Pharmaceuticals,45.45
Health Care,Major Pharmaceuticals,48.01
Health Care,Major Pharmaceuticals,48.73
Health Care,Major Pharmaceuticals,52.41
Health Care,Major Pharmaceuticals,54.2
Health Care,Major Pharmaceuticals,54.99
Health Care,Major Pharmaceuticals,55.19
Health Care,Major Pharmaceuticals,57.71
Health Care,Major Pharmaceuticals,65.15
Health Care,Major Pharmaceuticals,66.39
Health Care,Major Pharmaceuticals,68.25
Health Care,Major Pharmaceuticals,69.01
Health Care,Major Pharmaceuticals,69.54
Health Care,Major Pharmaceuticals,74.17
Health Care,Major Pharmaceuticals,78.24
Health Care,Major Pharmaceuticals,86.75
Health Care,Major Pharmaceuticals,87.27
Health Care,Major Pharmaceuticals,92.93
Health Care,Major Pharmaceuticals,101.09
Health Care,Major Pharmaceuticals,104.75
Health Care,Major Pharmaceuticals,111.58
Health Care,Major Pharmaceuticals,124.87
Health Care,Major Pharmaceuticals,130.82
Health Care,Major Pharmaceuticals,134.23
Health Care,Major Pharmaceuticals,135.03
Health Care,Major Pharmaceuticals,149.95
Health Care,Major Pharmaceuticals,151.72
Health Care,Major Pharmaceuticals,159.6
Health Care,Major Pharmaceuticals,162.67
Health Care,Major Pharmaceuticals,173.4
Health Care,Major Pharmaceuticals,188.05
Health Care,Major Pharmaceuticals,204.09
Health Care,Major Pharmaceuticals,254.24
Health Care,Major Pharmaceuticals,391.77
Health Care,Industrial Specialties,0.604
Health Care,Industrial Specialties,0.88
Health Care,Industrial Specialties,0.94
Health Care,Industrial Specialties,1.02
Health Care,Industrial Specialties,1.42
Health Care,Industrial Specialties,2.184
Health Care,Industrial Specialties,4.44
Health Care,Industrial Specialties,4.54
Health Care,Industrial Specialties,5.01
Health Care,Industrial Specialties,13.25
Health Care,Industrial Specialties,23.3
Health Care,Industrial Specialties,23.75
Health Care,Industrial Specialties,28.03
Health Care,Industrial Specialties,215.81
Health Care,Industrial Specialties,353.11
Health Care,Industrial Specialties,548.71
Health Care,Hospital/Nursing Management,0.0042
Health Care,Hospital/Nursing Management,0.25
Health Care,Hospital/Nursing Management,0.8525
Health Care,Hospital/Nursing Management,1.51
Health Care,Hospital/Nursing Management,5.35
Health Care,Hospital/Nursing Management,6.37
Health Care,Hospital/Nursing Management,10.64
Health Care,Hospital/Nursing Management,15.1
Health Care,Hospital/Nursing Management,32.37
Health Care,Hospital/Nursing Management,38.18
Health Care,Hospital/Nursing Management,39.76
Health Care,Hospital/Nursing Management,64.39
Health Care,Hospital/Nursing Management,69.74
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0.3997
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0.447
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0.66
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0.68
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2.36
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2.59
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,3.02
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,4.12
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,6.52
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,8.2678
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,14.19
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,14.62
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,16
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,19.94
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,24.34
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,44.09
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,63.85
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,66.9
Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,229.24
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0.0362
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0.1
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0.45
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0.5
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1.18
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1.4
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1.4
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1.675
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2.21
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2.86
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2.88
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2.97
Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,3.96
